,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Diputados,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia,Presidencia
,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS,NOMBRE_ESTADO,MUNICIPIO,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,TOTAL_VOTOS
CLAVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200060044,OAXACA,ASUNCION IXTALTEPEC,12.0,128.0,22.0,110.0,11.0,8.0,3.0,324.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,660.0,OAXACA,ASUNCION IXTALTEPEC,9.0,100.0,6.0,77.0,32.0,3.0,1.0,381.0,8.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,6.0,3.0,1.0,1.0,658
200060045,OAXACA,ASUNCION IXTALTEPEC,5.0,102.0,38.0,132.0,18.0,9.0,2.0,264.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,601.0,OAXACA,ASUNCION IXTALTEPEC,7.0,69.0,5.0,69.0,33.0,1.0,1.0,389.0,8.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,4.0,0.0,1.0,620
200060046,OAXACA,ASUNCION IXTALTEPEC,11.0,123.0,28.0,198.0,5.0,9.0,7.0,323.0,3.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,2.0,2.0,0.0,0.0,744.0,OAXACA,ASUNCION IXTALTEPEC,15.0,75.0,1.0,100.0,28.0,5.0,0.0,487.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,6.0,1.0,0.0,767
200060047,OAXACA,ASUNCION IXTALTEPEC,13.0,130.0,17.0,98.0,123.0,9.0,12.0,484.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,917.0,OAXACA,ASUNCION IXTALTEPEC,20.0,66.0,4.0,157.0,20.0,3.0,1.0,601.0,9.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,5.0,3.0,0.0,2.0,934
200060048,OAXACA,ASUNCION IXTALTEPEC,3.0,91.0,9.0,98.0,8.0,6.0,2.0,345.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,591.0,OAXACA,ASUNCION IXTALTEPEC,4.0,61.0,1.0,63.0,17.0,0.0,0.0,400.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,0.0,2.0,585
200060049,OAXACA,ASUNCION IXTALTEPEC,10.0,135.0,62.0,103.0,6.0,8.0,7.0,416.0,7.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,798.0,OAXACA,ASUNCION IXTALTEPEC,14.0,84.0,8.0,68.0,19.0,2.0,4.0,490.0,7.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,12.0,2.0,0.0,1.0,750
200060050,OAXACA,ASUNCION IXTALTEPEC,4.0,48.0,9.0,162.0,6.0,0.0,3.0,277.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,556.0,OAXACA,ASUNCION IXTALTEPEC,15.0,48.0,6.0,130.0,8.0,2.0,2.0,293.0,8.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,3.0,0.0,1.0,546
200060051,OAXACA,ASUNCION IXTALTEPEC,5.0,131.0,15.0,309.0,10.0,6.0,12.0,296.0,10.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,2.0,0.0,0.0,828.0,OAXACA,ASUNCION IXTALTEPEC,15.0,114.0,9.0,292.0,19.0,9.0,6.0,289.0,8.0,1.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,3.0,3.0,0.0,4.0,841
200060052,OAXACA,ASUNCION IXTALTEPEC,1.0,114.0,14.0,205.0,4.0,7.0,3.0,253.0,11.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,2.0,0.0,0.0,0.0,639.0,OAXACA,ASUNCION IXTALTEPEC,3.0,94.0,4.0,174.0,19.0,3.0,1.0,296.0,10.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,3.0,0.0,1.0,0.0,636
200060053,OAXACA,ASUNCION IXTALTEPEC,3.0,250.0,12.0,126.0,10.0,4.0,1.0,287.0,5.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,7.0,1.0,0.0,0.0,746.0,OAXACA,ASUNCION IXTALTEPEC,13.0,252.0,10.0,53.0,9.0,5.0,4.0,291.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,5.0,2.0,0.0,0.0,688
200060054,OAXACA,ASUNCION IXTALTEPEC,5.0,71.0,11.0,336.0,8.0,4.0,2.0,268.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,732.0,OAXACA,ASUNCION IXTALTEPEC,8.0,49.0,5.0,261.0,15.0,0.0,1.0,350.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,4.0,1.0,1.0,1.0,733
200060055,OAXACA,ASUNCION IXTALTEPEC,0.0,24.0,6.0,66.0,8.0,1.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,0.0,1.0,184.0,OAXACA,ASUNCION IXTALTEPEC,1.0,24.0,4.0,49.0,5.0,2.0,1.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,184
200060056,OAXACA,ASUNCION IXTALTEPEC,8.0,135.0,17.0,194.0,8.0,5.0,3.0,214.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,615.0,OAXACA,ASUNCION IXTALTEPEC,8.0,104.0,7.0,142.0,15.0,6.0,2.0,285.0,10.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,4.0,1.0,0.0,0.0,611
200070057,OAXACA,ASUNCION NOCHIXTLAN,61.0,226.0,184.0,39.0,239.0,32.0,162.0,976.0,40.0,3.0,3.0,1.0,0.0,10.0,5.0,8.0,0.0,34.0,16.0,1.0,4.0,2150.0,OAXACA,ASUNCION NOCHIXTLAN,86.0,167.0,110.0,5.0,305.0,16.0,90.0,1044.0,34.0,5.0,2.0,2.0,3.0,7.0,1.0,11.0,0.0,74.0,25.0,0.0,9.0,2148
200070058,OAXACA,ASUNCION NOCHIXTLAN,64.0,250.0,219.0,40.0,279.0,33.0,166.0,818.0,41.0,3.0,4.0,0.0,4.0,11.0,6.0,10.0,0.0,8.0,13.0,1.0,1.0,2089.0,OAXACA,ASUNCION NOCHIXTLAN,93.0,155.0,97.0,6.0,378.0,11.0,90.0,959.0,40.0,8.0,3.0,1.0,1.0,8.0,3.0,7.0,0.0,44.0,15.0,2.0,3.0,2092
200070059,OAXACA,ASUNCION NOCHIXTLAN,53.0,278.0,148.0,42.0,180.0,23.0,102.0,632.0,30.0,3.0,0.0,1.0,0.0,8.0,8.0,8.0,0.0,14.0,10.0,0.0,1.0,1620.0,OAXACA,ASUNCION NOCHIXTLAN,131.0,249.0,90.0,10.0,336.0,10.0,53.0,1084.0,35.0,2.0,0.0,0.0,2.0,17.0,2.0,13.0,0.0,58.0,40.0,5.0,8.0,2308
200070060,OAXACA,ASUNCION NOCHIXTLAN,68.0,283.0,178.0,51.0,215.0,35.0,105.0,921.0,41.0,2.0,0.0,0.0,0.0,9.0,3.0,3.0,0.0,24.0,15.0,2.0,7.0,2060.0,OAXACA,ASUNCION NOCHIXTLAN,103.0,188.0,70.0,3.0,300.0,5.0,78.0,1018.0,44.0,2.0,1.0,3.0,0.0,7.0,4.0,7.0,1.0,49.0,26.0,2.0,5.0,2059
200070061,OAXACA,ASUNCION NOCHIXTLAN,10.0,68.0,91.0,9.0,79.0,10.0,26.0,150.0,6.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,497.0,OAXACA,ASUNCION NOCHIXTLAN,14.0,48.0,52.0,4.0,109.0,4.0,18.0,175.0,14.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,8.0,1.0,1.0,498
200070062,OAXACA,ASUNCION NOCHIXTLAN,10.0,13.0,56.0,4.0,72.0,7.0,10.0,149.0,9.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,6.0,2.0,1.0,376.0,OAXACA,ASUNCION NOCHIXTLAN,10.0,12.0,44.0,3.0,82.0,3.0,8.0,146.0,14.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,1.0,2.0,377
200070063,OAXACA,ASUNCION NOCHIXTLAN,9.0,27.0,48.0,5.0,54.0,3.0,23.0,111.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,305.0,OAXACA,ASUNCION NOCHIXTLAN,14.0,22.0,33.0,8.0,56.0,2.0,21.0,119.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,305
200070064,OAXACA,ASUNCION NOCHIXTLAN,15.0,23.0,41.0,14.0,73.0,5.0,21.0,84.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,OAXACA,ASUNCION NOCHIXTLAN,25.0,21.0,31.0,7.0,84.0,7.0,10.0,83.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,300
200080065,OAXACA,ASUNCION OCOTLAN,42.0,147.0,7.0,65.0,11.0,4.0,174.0,94.0,83.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,684.0,OAXACA,ASUNCION OCOTLAN,58.0,149.0,2.0,57.0,11.0,2.0,155.0,111.0,79.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,4.0,0.0,0.0,2.0,682
200080066,OAXACA,ASUNCION OCOTLAN,38.0,66.0,8.0,80.0,9.0,6.0,166.0,85.0,46.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,547.0,OAXACA,ASUNCION OCOTLAN,47.0,60.0,4.0,64.0,14.0,3.0,135.0,129.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,546
200080067,OAXACA,ASUNCION OCOTLAN,37.0,52.0,7.0,48.0,10.0,6.0,72.0,68.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,361.0,OAXACA,ASUNCION OCOTLAN,51.0,46.0,1.0,44.0,8.0,5.0,59.0,85.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,361
200090068,OAXACA,ASUNCION TLACOLULITA,1.0,75.0,4.0,5.0,23.0,5.0,5.0,156.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,4.0,1.0,2.0,308.0,OAXACA,ASUNCION TLACOLULITA,3.0,67.0,2.0,0.0,23.0,5.0,1.0,170.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,2.0,0.0,2.0,308
200090069,OAXACA,ASUNCION TLACOLULITA,5.0,10.0,8.0,2.0,11.0,6.0,0.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,106.0,OAXACA,ASUNCION TLACOLULITA,1.0,10.0,6.0,1.0,9.0,1.0,1.0,58.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,106
200100070,OAXACA,AYOQUEZCO DE ALDAMA,60.0,53.0,65.0,15.0,78.0,12.0,13.0,505.0,38.0,4.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,12.0,9.0,3.0,14.0,940.0,OAXACA,AYOQUEZCO DE ALDAMA,62.0,41.0,49.0,5.0,87.0,6.0,7.0,532.0,47.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,23.0,12.0,0.0,9.0,938
200100071,OAXACA,AYOQUEZCO DE ALDAMA,20.0,31.0,32.0,5.0,28.0,2.0,10.0,290.0,12.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,11.0,0.0,0.0,483.0,OAXACA,AYOQUEZCO DE ALDAMA,21.0,14.0,20.0,7.0,39.0,3.0,2.0,298.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,7.0,1.0,2.0,483
200100072,OAXACA,AYOQUEZCO DE ALDAMA,42.0,28.0,52.0,10.0,54.0,11.0,8.0,297.0,22.0,3.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,12.0,2.0,6.0,585.0,OAXACA,AYOQUEZCO DE ALDAMA,41.0,21.0,25.0,3.0,67.0,6.0,3.0,325.0,19.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,5.0,567
200100073,OAXACA,AYOQUEZCO DE ALDAMA,8.0,16.0,6.0,0.0,17.0,5.0,1.0,91.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,156.0,OAXACA,AYOQUEZCO DE ALDAMA,7.0,14.0,7.0,0.0,10.0,3.0,0.0,93.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,155
200110074,OAXACA,AYOTZINTEPEC,17.0,283.0,218.0,10.0,96.0,18.0,8.0,443.0,21.0,6.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,12.0,5.0,6.0,2.0,1272.0,OAXACA,AYOTZINTEPEC,20.0,230.0,104.0,4.0,137.0,9.0,11.0,581.0,35.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,40.0,10.0,1.0,8.0,1280
200110075,OAXACA,AYOTZINTEPEC,23.0,292.0,154.0,11.0,132.0,19.0,24.0,907.0,48.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,10.0,11.0,0.0,5.0,1780.0,OAXACA,AYOTZINTEPEC,26.0,224.0,82.0,7.0,126.0,14.0,22.0,1013.0,77.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,42.0,11.0,2.0,14.0,1779
200120077,OAXACA,EL BARRIO DE LA SOLEDAD,134.0,367.0,24.0,28.0,90.0,28.0,14.0,670.0,17.0,0.0,0.0,1.0,1.0,2.0,5.0,1.0,0.0,11.0,5.0,2.0,2.0,1498.0,OAXACA,EL BARRIO DE LA SOLEDAD,115.0,230.0,13.0,4.0,152.0,6.0,6.0,817.0,19.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,29.0,14.0,2.0,3.0,1501
200120078,OAXACA,EL BARRIO DE LA SOLEDAD,77.0,231.0,24.0,14.0,43.0,11.0,11.0,304.0,8.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,773.0,OAXACA,EL BARRIO DE LA SOLEDAD,55.0,163.0,11.0,2.0,68.0,2.0,4.0,404.0,17.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,776
200120079,OAXACA,EL BARRIO DE LA SOLEDAD,115.0,251.0,34.0,26.0,55.0,22.0,21.0,562.0,24.0,1.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,9.0,6.0,3.0,6.0,1222.0,OAXACA,EL BARRIO DE LA SOLEDAD,99.0,153.0,7.0,5.0,95.0,1.0,4.0,702.0,18.0,5.0,3.0,1.0,0.0,3.0,6.0,2.0,0.0,28.0,11.0,1.0,4.0,1229
200120080,OAXACA,EL BARRIO DE LA SOLEDAD,71.0,167.0,20.0,19.0,48.0,15.0,14.0,343.0,9.0,0.0,1.0,0.0,0.0,6.0,10.0,0.0,0.0,4.0,5.0,1.0,1.0,761.0,OAXACA,EL BARRIO DE LA SOLEDAD,66.0,110.0,5.0,5.0,76.0,4.0,2.0,406.0,13.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,0.0,13.0,5.0,3.0,2.0,773
200120081,OAXACA,EL BARRIO DE LA SOLEDAD,5.0,22.0,5.0,1.0,7.0,4.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,96.0,OAXACA,EL BARRIO DE LA SOLEDAD,7.0,19.0,1.0,1.0,16.0,1.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,97
200120082,OAXACA,EL BARRIO DE LA SOLEDAD,41.0,138.0,15.0,18.0,87.0,16.0,10.0,263.0,18.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,3.0,0.0,3.0,660.0,OAXACA,EL BARRIO DE LA SOLEDAD,38.0,95.0,7.0,4.0,113.0,5.0,4.0,307.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,9.0,0.0,1.0,661
200120083,OAXACA,EL BARRIO DE LA SOLEDAD,54.0,88.0,17.0,14.0,29.0,8.0,9.0,186.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,436.0,OAXACA,EL BARRIO DE LA SOLEDAD,54.0,53.0,5.0,2.0,42.0,4.0,2.0,234.0,12.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,446
200120084,OAXACA,EL BARRIO DE LA SOLEDAD,57.0,155.0,24.0,17.0,46.0,23.0,24.0,390.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,9.0,0.0,2.0,818.0,OAXACA,EL BARRIO DE LA SOLEDAD,53.0,86.0,10.0,4.0,63.0,4.0,2.0,474.0,26.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,34.0,16.0,3.0,7.0,828
200120085,OAXACA,EL BARRIO DE LA SOLEDAD,20.0,60.0,10.0,7.0,42.0,7.0,7.0,144.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,324.0,OAXACA,EL BARRIO DE LA SOLEDAD,18.0,48.0,2.0,1.0,52.0,6.0,2.0,165.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,321
200120086,OAXACA,EL BARRIO DE LA SOLEDAD,15.0,202.0,23.0,11.0,33.0,20.0,13.0,391.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,4.0,0.0,2.0,754.0,OAXACA,EL BARRIO DE LA SOLEDAD,19.0,145.0,15.0,4.0,29.0,11.0,3.0,444.0,8.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,15.0,10.0,1.0,3.0,746
200130087,OAXACA,CALIHUALA,4.0,42.0,31.0,3.0,11.0,6.0,0.0,132.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,3.0,0.0,0.0,254.0,OAXACA,CALIHUALA,1.0,39.0,19.0,0.0,11.0,6.0,0.0,150.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0,252
200130088,OAXACA,CALIHUALA,3.0,5.0,20.0,1.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,OAXACA,CALIHUALA,3.0,5.0,10.0,0.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
200130089,OAXACA,CALIHUALA,1.0,3.0,7.0,0.0,4.0,2.0,1.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,101.0,OAXACA,CALIHUALA,1.0,3.0,6.0,0.0,4.0,2.0,0.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,101
200140090,OAXACA,CANDELARIA LOXICHA,73.0,93.0,34.0,10.0,62.0,27.0,11.0,584.0,37.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,20.0,9.0,1.0,3.0,1029.0,OAXACA,CANDELARIA LOXICHA,33.0,87.0,29.0,4.0,71.0,20.0,7.0,628.0,41.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,34.0,7.0,4.0,4.0,1024
200140091,OAXACA,CANDELARIA LOXICHA,41.0,108.0,27.0,15.0,75.0,14.0,11.0,504.0,45.0,1.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,21.0,7.0,0.0,6.0,929.0,OAXACA,CANDELARIA LOXICHA,27.0,113.0,21.0,4.0,67.0,11.0,10.0,532.0,45.0,0.0,6.0,1.0,0.0,4.0,1.0,0.0,0.0,23.0,8.0,1.0,9.0,937
200140093,OAXACA,CANDELARIA LOXICHA,53.0,38.0,10.0,9.0,30.0,14.0,10.0,153.0,18.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,2.0,374.0,OAXACA,CANDELARIA LOXICHA,33.0,42.0,9.0,4.0,9.0,5.0,4.0,170.0,18.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,3.0,4.0,344
200140094,OAXACA,CANDELARIA LOXICHA,44.0,24.0,2.0,1.0,7.0,3.0,6.0,66.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,166.0,OAXACA,CANDELARIA LOXICHA,23.0,23.0,1.0,1.0,8.0,1.0,4.0,89.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,166
200140095,OAXACA,CANDELARIA LOXICHA,136.0,126.0,30.0,16.0,69.0,20.0,8.0,303.0,36.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,11.0,1.0,3.0,1.0,807.0,OAXACA,CANDELARIA LOXICHA,118.0,121.0,30.0,13.0,66.0,17.0,11.0,313.0,35.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,12.0,1.0,1.0,6.0,792
200140096,OAXACA,CANDELARIA LOXICHA,42.0,153.0,28.0,15.0,54.0,16.0,24.0,297.0,19.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,6.0,2.0,0.0,3.0,699.0,OAXACA,CANDELARIA LOXICHA,30.0,142.0,27.0,6.0,56.0,13.0,13.0,337.0,17.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,9.0,0.0,1.0,0.0,699
200150097,OAXACA,CHAHUITES,6.0,50.0,13.0,40.0,67.0,204.0,4.0,169.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,642.0,OAXACA,CHAHUITES,16.0,28.0,7.0,18.0,80.0,139.0,5.0,258.0,5.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,8.0,2.0,1.0,0.0,647
200150098,OAXACA,CHAHUITES,20.0,83.0,21.0,64.0,125.0,332.0,10.0,242.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,977.0,OAXACA,CHAHUITES,26.0,54.0,11.0,38.0,163.0,220.0,2.0,361.0,14.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,5.0,0.0,1.0,974
200150099,OAXACA,CHAHUITES,16.0,94.0,9.0,73.0,62.0,125.0,5.0,247.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,677.0,OAXACA,CHAHUITES,23.0,49.0,7.0,27.0,83.0,70.0,1.0,356.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,4.0,679
200150100,OAXACA,CHAHUITES,15.0,128.0,8.0,55.0,120.0,158.0,6.0,248.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,803.0,OAXACA,CHAHUITES,14.0,79.0,9.0,27.0,146.0,85.0,0.0,373.0,16.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,801
200150101,OAXACA,CHAHUITES,17.0,135.0,5.0,70.0,82.0,200.0,5.0,132.0,10.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,709.0,OAXACA,CHAHUITES,27.0,85.0,3.0,47.0,104.0,108.0,1.0,341.0,23.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,0.0,808
200150102,OAXACA,CHAHUITES,23.0,94.0,13.0,111.0,73.0,197.0,8.0,301.0,7.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,904.0,OAXACA,CHAHUITES,32.0,55.0,1.0,56.0,85.0,150.0,1.0,424.0,20.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,4.0,0.0,2.0,908
200150103,OAXACA,CHAHUITES,12.0,76.0,16.0,95.0,62.0,215.0,3.0,179.0,4.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,737.0,OAXACA,CHAHUITES,24.0,37.0,4.0,90.0,95.0,138.0,6.0,273.0,25.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,4.0,4.0,0.0,3.0,781
200160104,OAXACA,CHALCATONGO DE HIDALGO,11.0,61.0,159.0,34.0,29.0,7.0,17.0,305.0,6.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,3.0,742.0,OAXACA,CHALCATONGO DE HIDALGO,15.0,55.0,43.0,13.0,68.0,5.0,6.0,418.0,10.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,24.0,7.0,1.0,0.0,742
200160105,OAXACA,CHALCATONGO DE HIDALGO,9.0,86.0,164.0,27.0,24.0,8.0,25.0,330.0,14.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,6.0,0.0,4.0,835.0,OAXACA,CHALCATONGO DE HIDALGO,16.0,68.0,36.0,17.0,72.0,3.0,19.0,462.0,18.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,33.0,10.0,1.0,7.0,805
